nm_ema;fc_obsrvcion;tmp_mxma;tmp_mnma;hmd_rel_mdia;rdcion_slar
Bugalagrande;2021-01-23;29.7;18.1;84.0;363.4
La Paila;2021-01-23;31.1;19.1;82.0;391.6
Bugalagrande;2021-01-24;31.7;16.4;81.0;424.4
La Paila;2021-01-24;30.2;17.1;81.0;354.5
Bugalagrande;2021-01-25;31.7;16.7;80.0;395.4
La Paila;2021-01-25;31.6;17.9;77.0;429.0
Bugalagrande;2021-01-26;31.5;17.4;77.0;441.7
La Paila;2021-01-26;31.3;18.5;78.0;415.9
Bugalagrande;2021-01-27;33.0;18.8;76.0;560.7
La Paila;2021-01-27;32.3;19.3;78.0;466.2
Bugalagrande;2021-01-28;31.3;18.1;76.0;450.4
La Paila;2021-01-28;31.6;19.3;75.0;471.7
Bugalagrande;2021-01-29;33.2;18.8;75.0;536.0
La Paila;2021-01-29;33.0;19.7;72.0;540.8
Bugalagrande;2021-01-30;33.2;17.4;76.0;509.3
La Paila;2021-01-30;33.0;18.6;72.0;516.6
Bugalagrande;2021-01-31;33.9;16.4;75.0;588.8
La Paila;2021-01-31;34.0;16.6;73.0;543.1
Bugalagrande;2021-02-01;32.7;17.1;76.0;492.2
La Paila;2021-02-01;32.8;18.3;73.0;440.4
Bugalagrande;2021-02-02;33.0;19.5;74.0;534.5
La Paila;2021-02-02;34.4;20.5;70.0;509.2
Bugalagrande;2021-02-03;33.7;18.1;76.0;505.2
La Paila;2021-02-03;34.4;19.3;71.0;481.0
Bugalagrande;2021-02-04;33.4;17.4;75.0;559.3
La Paila;2021-02-04;33.0;18.6;71.0;454.5
Bugalagrande;2021-02-05;32.7;18.1;86.0;383.8
La Paila;2021-02-05;32.0;20.0;78.0;397.7
Bugalagrande;2021-02-06;32.9;19.5;81.0;378.3
La Paila;2021-02-06;32.1;20.0;77.0;415.7
Bugalagrande;2021-02-07;32.5;19.3;81.0;436.0
La Paila;2021-02-07;32.8;20.0;73.0;474.6
Bugalagrande;2021-02-08;31.3;18.5;81.0;372.0
La Paila;2021-02-08;33.3;19.1;77.0;390.0
Bugalagrande;2021-02-09;29.9;18.8;84.0;398.8
La Paila;2021-02-09;30.3;19.3;83.0;357.8
Bugalagrande;2021-02-10;29.9;19.3;85.0;445.5
La Paila;2021-02-10;30.8;20.3;82.0;467.9
Bugalagrande;2021-02-11;32.5;18.6;78.0;555.1
La Paila;2021-02-11;32.3;18.3;74.0;562.1
Bugalagrande;2021-02-12;29.0;19.5;87.0;345.7
La Paila;2021-02-12;29.1;20.5;84.0;286.7
Bugalagrande;2021-02-13;29.4;19.7;82.0;423.2
La Paila;2021-02-13;30.9;19.7;81.0;366.9
Bugalagrande;2021-02-14;32.0;18.6;78.0;460.5
La Paila;2021-02-14;32.3;19.7;77.0;483.7
Bugalagrande;2021-02-15;24.4;18.8;93.0;177.9
La Paila;2021-02-15;25.5;20.0;89.0;174.5
Bugalagrande;2021-02-16;29.9;17.4;78.0;545.1
La Paila;2021-02-16;30.8;18.6;76.0;501.6
Bugalagrande;2021-02-17;30.6;18.1;81.0;446.2
La Paila;2021-02-17;30.4;18.8;76.0;426.9
Bugalagrande;2021-02-18;29.9;18.8;84.0;496.9
La Paila;2021-02-18;30.4;19.3;82.0;461.8
Bugalagrande;2021-02-19;29.6;18.8;85.0;461.3
La Paila;2021-02-19;30.1;19.8;84.0;464.6
Bugalagrande;2021-02-20;31.0;19.3;83.0;467.4
La Paila;2021-02-20;30.9;20.0;74.0;511.2
Bugalagrande;2021-02-21;30.6;18.8;78.0;554.2
La Paila;2021-02-21;30.2;19.5;75.0;545.7
Bugalagrande;2021-02-22;28.5;19.7;81.0;407.1
La Paila;2021-02-22;28.5;20.0;79.0;385.0
Bugalagrande;2021-02-23;32.2;19.5;79.0;561.1
La Paila;2021-02-23;31.6;19.8;79.0;528.2
Bugalagrande;2021-02-24;32.2;17.4;77.0;580.6
La Paila;2021-02-24;32.7;17.9;75.0;500.9
Bugalagrande;2021-02-25;32.0;20.2;78.0;449.5
La Paila;2021-02-25;33.2;20.5;76.0;420.9
Bugalagrande;2021-02-26;32.0;18.8;85.0;433.2
La Paila;2021-02-26;32.3;20.0;80.0;398.5
Bugalagrande;2021-02-27;31.7;19.5;85.0;564.5
La Paila;2021-02-27;31.3;20.0;85.0;548.3
Bugalagrande;2021-02-28;31.3;19.9;90.0;431.1
La Paila;2021-02-28;30.1;20.4;89.0;349.5
Bugalagrande;2021-03-01;27.5;18.8;91.0;288.9
La Paila;2021-03-01;26.7;19.3;92.0;228.3
Bugalagrande;2021-03-02;29.2;18.8;88.0;401.8
La Paila;2021-03-02;29.9;19.3;84.0;489.3
Bugalagrande;2021-03-03;29.2;18.8;90.0;385.5
La Paila;2021-03-03;29.7;19.3;86.0;448.3
Bugalagrande;2021-03-04;30.6;19.5;82.0;497.5
La Paila;2021-03-04;30.8;20.0;78.0;450.8
Bugalagrande;2021-03-05;31.0;18.1;77.0;568.4
La Paila;2021-03-05;31.6;18.3;77.0;550.2
Bugalagrande;2021-03-06;30.8;19.0;80.0;432.7
La Paila;2021-03-06;32.1;20.0;77.0;524.9
Bugalagrande;2021-03-07;29.6;19.5;82.0;345.7
La Paila;2021-03-07;30.4;20.7;77.0;395.1
Bugalagrande;2021-03-08;27.1;18.8;94.0;272.8
La Paila;2021-03-08;26.8;18.5;90.0;246.7
Bugalagrande;2021-03-09;31.3;18.1;81.0;559.4
La Paila;2021-03-09;30.9;17.2;81.0;518.2
Bugalagrande;2021-03-10;27.8;18.5;92.0;271.0
La Paila;2021-03-10;28.5;19.3;88.0;268.1
Bugalagrande;2021-03-11;26.1;18.8;90.0;275.6
La Paila;2021-03-11;27.0;19.3;87.0;308.2
Bugalagrande;2021-03-12;26.8;18.8;89.0;306.7
La Paila;2021-03-12;28.2;19.3;87.0;314.3
Bugalagrande;2021-03-13;29.2;17.9;87.0;453.7
La Paila;2021-03-13;29.2;18.6;87.0;387.9
Bugalagrande;2021-03-14;32.0;17.4;80.0;553.4
La Paila;2021-03-14;32.3;17.9;78.0;617.8
Bugalagrande;2021-03-15;26.8;17.4;89.0;322.5
La Paila;2021-03-15;27.7;18.3;88.0;283.4
Bugalagrande;2021-03-16;28.9;18.8;84.0;408.8
La Paila;2021-03-16;28.4;19.0;83.0;394.4
Bugalagrande;2021-03-17;29.9;18.8;84.0;491.5
La Paila;2021-03-17;30.2;19.7;82.0;529.6
Bugalagrande;2021-03-18;28.2;18.1;87.0;503.6
La Paila;2021-03-18;26.5;19.8;89.0;294.5
Bugalagrande;2021-03-19;31.1;18.8;83.0;541.0
La Paila;2021-03-19;31.5;18.6;83.0;551.9
Bugalagrande;2021-03-20;28.2;19.0;87.0;404.8
La Paila;2021-03-20;28.5;18.6;88.0;381.9
Bugalagrande;2021-03-21;32.4;17.6;79.0;672.8
La Paila;2021-03-21;32.1;17.9;76.0;631.1
Bugalagrande;2021-03-22;25.1;18.8;93.0;237.3
La Paila;2021-03-22;24.6;18.6;92.0;213.4
Bugalagrande;2021-03-23;30.6;18.1;80.0;527.7
La Paila;2021-03-23;30.8;17.2;81.0;611.7
Bugalagrande;2021-03-24;29.2;19.5;84.0;374.0
La Paila;2021-03-24;30.2;20.0;83.0;413.4
Bugalagrande;2021-03-25;31.7;19.5;81.0;565.9
La Paila;2021-03-25;32.5;20.3;82.0;578.9
Bugalagrande;2021-03-26;31.3;19.0;87.0;398.0
La Paila;2021-03-26;32.1;20.0;86.0;407.6
Bugalagrande;2021-03-27;30.3;18.8;79.0;545.2
La Paila;2021-03-27;31.1;19.3;78.0;553.9
Bugalagrande;2021-03-28;29.2;20.2;85.0;380.5
La Paila;2021-03-28;29.2;20.5;85.0;401.9
Bugalagrande;2021-03-29;31.3;18.8;80.0;458.1
La Paila;2021-03-29;31.3;19.3;82.0;414.3
Bugalagrande;2021-03-30;32.7;18.3;79.0;525.5
La Paila;2021-03-30;32.3;18.6;79.0;536.5
Bugalagrande;2021-03-31;32.7;19.9;79.0;528.4
La Paila;2021-03-31;32.3;20.5;79.0;461.7
Bugalagrande;2021-04-01;24.4;18.1;95.0;117.7
La Paila;2021-04-01;24.3;19.3;94.0;117.3
Bugalagrande;2021-04-02;32.0;17.4;84.0;568.4
La Paila;2021-04-02;31.6;17.9;81.0;564.0
Bugalagrande;2021-04-03;30.6;19.5;85.0;389.4
La Paila;2021-04-03;30.2;20.0;85.0;405.4
Bugalagrande;2021-04-04;30.6;18.8;84.0;407.9
La Paila;2021-04-04;30.1;19.3;84.0;393.1
Bugalagrande;2021-04-05;29.2;18.8;81.0;464.4
La Paila;2021-04-05;30.2;19.7;80.0;418.1
Bugalagrande;2021-04-06;28.0;18.1;84.0;413.9
La Paila;2021-04-06;28.4;19.0;85.0;413.1
Bugalagrande;2021-04-07;28.4;17.4;86.0;337.1
La Paila;2021-04-07;28.7;17.9;86.0;363.1
Bugalagrande;2021-04-08;30.6;18.5;80.0;498.5
La Paila;2021-04-08;31.5;18.6;80.0;496.9
Bugalagrande;2021-04-09;27.7;18.1;93.0;263.9
La Paila;2021-04-09;29.6;18.6;92.0;291.6
Bugalagrande;2021-04-10;31.3;18.5;82.0;536.2
La Paila;2021-04-10;31.8;19.3;82.0;566.2
Bugalagrande;2021-04-11;30.6;19.5;85.0;431.6
La Paila;2021-04-11;31.3;20.5;83.0;439.9
Bugalagrande;2021-04-12;31.3;18.1;85.0;423.6
La Paila;2021-04-12;29.9;19.0;84.0;382.8
Bugalagrande;2021-04-13;32.7;20.9;77.0;534.5
La Paila;2021-04-13;33.4;20.0;78.0;567.2
Bugalagrande;2021-04-14;30.4;20.2;82.0;365.8
La Paila;2021-04-14;31.1;21.2;80.0;383.0
Bugalagrande;2021-04-15;30.6;20.4;81.0;356.8
La Paila;2021-04-15;30.3;20.4;80.0;369.7
Bugalagrande;2021-04-16;28.0;19.5;86.0;303.1
La Paila;2021-04-16;28.9;19.8;83.0;407.1
Bugalagrande;2021-04-17;31.3;18.8;83.0;377.7
La Paila;2021-04-17;31.3;18.6;82.0;430.6
Bugalagrande;2021-04-18;30.6;19.2;85.0;407.1
La Paila;2021-04-18;31.6;20.3;84.0;409.3
Bugalagrande;2021-04-19;31.3;19.3;83.0;519.3
La Paila;2021-04-19;31.6;19.3;82.0;506.7
Bugalagrande;2021-04-20;32.0;18.1;81.0;579.5
La Paila;2021-04-20;33.0;19.1;83.0;592.2
Bugalagrande;2021-04-21;31.3;19.2;84.0;543.4
La Paila;2021-04-21;30.6;19.7;83.0;479.9
Bugalagrande;2021-04-22;32.4;17.4;77.0;598.2
La Paila;2021-04-22;33.0;18.3;76.0;666.9
Bugalagrande;2021-04-23;27.7;19.5;90.0;256.7
La Paila;2021-04-23;28.2;20.0;88.0;322.7
Bugalagrande;2021-04-24;30.6;18.1;80.0;558.6
La Paila;2021-04-24;31.6;19.3;79.0;576.7
Bugalagrande;2021-04-25;31.0;18.8;82.0;395.8
La Paila;2021-04-25;31.6;20.0;82.0;428.8
Bugalagrande;2021-04-26;29.4;19.5;83.0;321.2
La Paila;2021-04-26;31.3;20.7;85.0;313.7
Bugalagrande;2021-04-27;30.1;19.2;88.0;411.3
La Paila;2021-04-27;30.2;20.0;88.0;365.8
Bugalagrande;2021-04-28;28.5;19.2;88.0;427.2
La Paila;2021-04-28;30.1;20.0;86.0;418.4
Bugalagrande;2021-04-29;28.5;18.8;89.0;471.5
La Paila;2021-04-29;29.9;19.3;86.0;494.7
Bugalagrande;2021-04-30;26.8;18.1;91.0;329.9
La Paila;2021-04-30;27.3;18.6;87.0;331.4
Bugalagrande;2021-05-01;30.4;17.4;79.0;557.6
La Paila;2021-05-01;30.1;18.5;78.0;612.2
Bugalagrande;2021-05-02;28.2;18.1;87.0;421.8
La Paila;2021-05-02;29.1;19.1;82.0;446.0
Bugalagrande;2021-05-03;28.9;18.1;86.0;457.0
La Paila;2021-05-03;28.9;19.7;83.0;442.1
Bugalagrande;2021-05-04;29.9;18.5;81.0;538.8
La Paila;2021-05-04;30.1;18.6;80.0;547.6
Bugalagrande;2021-05-05;31.3;16.7;81.0;488.3
La Paila;2021-05-05;31.6;17.9;78.0;527.7
Bugalagrande;2021-05-06;30.8;18.8;83.0;540.0
La Paila;2021-05-06;31.6;19.7;80.0;479.5
Bugalagrande;2021-05-07;31.3;18.8;80.0;577.3
La Paila;2021-05-07;31.6;19.0;78.0;612.3
Bugalagrande;2021-05-08;29.6;18.8;81.0;421.6
La Paila;2021-05-08;30.3;17.9;81.0;452.7
Bugalagrande;2021-05-09;30.6;19.5;83.0;542.4
La Paila;2021-05-09;31.6;19.7;82.0;544.2
Bugalagrande;2021-05-10;28.9;19.2;87.0;321.0
La Paila;2021-05-10;30.1;20.4;84.0;340.0
Bugalagrande;2021-05-11;32.0;18.8;81.0;561.9
La Paila;2021-05-11;33.0;19.3;81.0;548.1
Bugalagrande;2021-05-12;31.3;19.5;77.0;567.2
La Paila;2021-05-12;32.3;19.3;77.0;509.2
Bugalagrande;2021-05-13;32.9;19.9;79.0;621.5
La Paila;2021-05-13;33.0;20.0;77.0;598.3
Bugalagrande;2021-05-14;31.3;20.9;81.0;467.6
La Paila;2021-05-14;32.5;20.7;82.0;432.9
Bugalagrande;2021-05-15;31.7;20.9;89.0;444.2
La Paila;2021-05-15;32.3;21.2;87.0;462.2
Bugalagrande;2021-05-16;29.9;18.8;87.0;537.6
La Paila;2021-05-16;30.9;18.5;86.0;537.5
Bugalagrande;2021-05-17;27.8;19.9;92.0;334.1
La Paila;2021-05-17;28.7;20.5;90.0;340.0
Bugalagrande;2021-05-18;28.9;18.8;89.0;464.9
La Paila;2021-05-18;30.6;19.1;87.0;442.8
Bugalagrande;2021-05-19;30.6;18.8;82.0;520.0
La Paila;2021-05-19;32.0;19.0;83.0;534.3
Bugalagrande;2021-05-20;32.2;18.1;78.0;613.7
La Paila;2021-05-20;33.0;17.9;79.0;625.4
Bugalagrande;2021-05-21;31.8;19.5;85.0;472.1
La Paila;2021-05-21;32.0;19.3;83.0;479.7
Bugalagrande;2021-05-22;30.6;20.2;83.0;393.1
La Paila;2021-05-22;31.3;20.5;83.0;363.6
Bugalagrande;2021-05-23;29.2;20.9;83.0;342.2
La Paila;2021-05-23;29.6;20.2;83.0;375.7
Bugalagrande;2021-05-24;30.6;20.9;82.0;483.8
La Paila;2021-05-24;31.5;20.5;81.0;383.6
Bugalagrande;2021-05-25;31.3;20.2;81.0;479.8
La Paila;2021-05-25;32.0;20.7;78.0;452.7
Bugalagrande;2021-05-26;31.3;19.7;78.0;496.1
La Paila;2021-05-26;31.3;20.0;81.0;470.5
Bugalagrande;2021-05-27;28.9;20.2;80.0;331.4
La Paila;2021-05-27;31.5;20.4;80.0;462.4
Bugalagrande;2021-05-28;29.2;20.2;88.0;349.0
La Paila;2021-05-28;30.1;20.5;88.0;364.6
Bugalagrande;2021-05-29;29.6;19.5;84.0;536.4
La Paila;2021-05-29;29.9;19.3;82.0;512.6
Bugalagrande;2021-05-30;30.3;18.8;82.0;505.1
La Paila;2021-05-30;30.4;19.7;81.0;520.7
Bugalagrande;2021-05-31;29.9;19.2;89.0;331.5
La Paila;2021-05-31;30.4;19.8;87.0;390.0
Bugalagrande;2021-06-01;31.3;17.8;84.0;476.1
La Paila;2021-06-01;31.6;17.9;79.0;535.0
Bugalagrande;2021-06-02;32.0;18.5;81.0;448.0
La Paila;2021-06-02;32.5;18.6;78.0;513.8
Bugalagrande;2021-06-03;31.5;20.2;81.0;412.1
La Paila;2021-06-03;32.0;20.5;78.0;453.8
Bugalagrande;2021-06-04;27.3;18.1;88.0;391.2
La Paila;2021-06-04;28.4;19.1;88.0;315.1
Bugalagrande;2021-06-05;31.0;18.8;84.0;364.9
La Paila;2021-06-05;31.6;19.1;83.0;459.5
Bugalagrande;2021-06-06;29.2;19.3;89.0;312.7
La Paila;2021-06-06;29.7;20.0;88.0;324.2
Bugalagrande;2021-06-07;27.3;18.8;89.0;309.8
La Paila;2021-06-07;27.3;20.0;90.0;288.1
Bugalagrande;2021-06-08;25.9;18.8;92.0;222.8
La Paila;2021-06-08;27.1;20.0;91.0;259.9
Bugalagrande;2021-06-09;27.6;19.2;90.0;339.6
La Paila;2021-06-09;28.0;19.3;87.0;354.8
Bugalagrande;2021-06-10;27.5;18.8;90.0;285.6
La Paila;2021-06-10;28.9;19.3;87.0;328.7
Bugalagrande;2021-06-11;32.0;18.1;83.0;344.5
La Paila;2021-06-11;32.7;18.6;83.0;447.6
Bugalagrande;2021-06-12;31.0;17.4;81.0;426.4
La Paila;2021-06-12;31.6;18.6;80.0;521.0
Bugalagrande;2021-06-13;25.1;19.5;89.0;205.0
La Paila;2021-06-13;25.5;18.6;86.0;230.9
Bugalagrande;2021-06-14;30.6;18.8;88.0;438.9
La Paila;2021-06-14;30.2;19.3;85.0;428.1
Bugalagrande;2021-06-15;28.7;18.8;84.0;511.0
La Paila;2021-06-15;30.1;18.6;83.0;518.3
Bugalagrande;2021-06-16;30.3;18.1;83.0;446.8
La Paila;2021-06-16;30.9;19.3;82.0;512.4
Bugalagrande;2021-06-17;31.1;17.4;80.0;434.9
La Paila;2021-06-17;32.0;17.9;79.0;534.1
Bugalagrande;2021-06-18;31.5;18.8;78.0;472.4
La Paila;2021-06-18;32.5;19.3;76.0;511.4
Bugalagrande;2021-06-19;32.0;18.8;84.0;491.3
La Paila;2021-06-19;31.8;19.3;78.0;506.9
Bugalagrande;2021-06-20;29.9;18.8;83.0;418.5
La Paila;2021-06-20;31.1;20.0;81.0;413.6
Bugalagrande;2021-06-21;31.3;18.8;79.0;452.4
La Paila;2021-06-21;32.3;19.3;80.0;526.9
Bugalagrande;2021-06-22;29.6;16.9;81.0;402.1
La Paila;2021-06-22;30.2;17.9;80.0;458.0
Bugalagrande;2021-06-23;29.9;18.8;86.0;403.2
La Paila;2021-06-23;30.6;19.3;85.0;499.3
Bugalagrande;2021-06-24;29.0;18.8;84.0;398.8
La Paila;2021-06-24;28.9;18.8;84.0;415.8
Bugalagrande;2021-06-25;28.5;18.1;82.0;352.7
La Paila;2021-06-25;29.9;18.3;82.0;402.1
Bugalagrande;2021-06-26;30.3;18.8;77.0;515.4
La Paila;2021-06-26;31.1;19.0;78.0;524.2
Bugalagrande;2021-06-27;29.2;17.4;83.0;440.1
La Paila;2021-06-27;29.7;17.9;85.0;418.0
Bugalagrande;2021-06-28;31.8;16.2;78.0;534.6
La Paila;2021-06-28;32.3;17.2;78.0;567.0
Bugalagrande;2021-06-29;32.2;19.5;79.0;535.5
La Paila;2021-06-29;33.4;20.0;78.0;558.0
Bugalagrande;2021-06-30;29.9;18.1;81.0;372.8
La Paila;2021-06-30;30.2;18.6;80.0;394.2
Bugalagrande;2021-07-01;28.2;17.6;83.0;430.5
La Paila;2021-07-01;28.7;18.6;86.0;323.7
Bugalagrande;2021-07-02;32.0;18.3;79.0;562.0
La Paila;2021-07-02;32.8;19.3;78.0;570.5
Bugalagrande;2021-07-03;31.3;18.1;79.0;502.0
La Paila;2021-07-03;31.8;18.6;77.0;490.6
Bugalagrande;2021-07-04;31.7;15.9;77.0;510.9
La Paila;2021-07-04;31.1;17.1;76.0;524.3
Bugalagrande;2021-07-05;30.6;17.4;75.0;427.6
La Paila;2021-07-05;29.4;18.3;76.0;399.0
Bugalagrande;2021-07-06;32.5;15.7;74.0;607.5
La Paila;2021-07-06;33.0;15.4;75.0;589.6
Bugalagrande;2021-07-07;33.2;17.4;75.0;505.9
La Paila;2021-07-07;33.0;17.9;75.0;525.8
Bugalagrande;2021-07-08;31.3;18.1;78.0;512.2
La Paila;2021-07-08;33.0;18.6;79.0;561.4
Bugalagrande;2021-07-09;30.1;18.8;86.0;355.3
La Paila;2021-07-09;30.8;20.0;88.0;326.7
Bugalagrande;2021-07-10;29.2;19.5;81.0;378.3
La Paila;2021-07-10;29.2;19.5;80.0;424.0
Bugalagrande;2021-07-11;29.9;18.8;79.0;541.6
La Paila;2021-07-11;31.5;19.3;81.0;552.9
Bugalagrande;2021-07-12;32.2;17.6;74.0;499.0
La Paila;2021-07-12;32.3;18.3;79.0;511.1
Bugalagrande;2021-07-13;29.9;18.8;83.0;436.3
La Paila;2021-07-13;29.7;18.6;86.0;363.8
Bugalagrande;2021-07-14;31.0;17.4;80.0;481.5
La Paila;2021-07-14;31.6;17.2;83.0;462.9
Bugalagrande;2021-07-15;33.0;18.8;77.0;535.6
La Paila;2021-07-15;33.7;19.7;78.0;565.8
Bugalagrande;2021-07-16;29.9;18.8;81.0;517.4
La Paila;2021-07-16;30.4;19.3;79.0;454.5
Bugalagrande;2021-07-17;31.3;19.2;80.0;475.5
La Paila;2021-07-17;32.1;19.3;78.0;501.2
Bugalagrande;2021-07-18;30.3;18.8;81.0;415.0
La Paila;2021-07-18;30.8;19.8;83.0;435.0
Bugalagrande;2021-07-19;32.7;17.4;76.0;593.3
La Paila;2021-07-19;33.2;17.9;80.0;511.3
Bugalagrande;2021-07-20;33.2;16.5;73.0;587.0
La Paila;2021-07-20;33.7;17.2;76.0;468.6
Bugalagrande;2021-07-21;31.1;16.9;77.0;415.3
La Paila;2021-07-21;31.5;17.2;79.0;384.6
Bugalagrande;2021-07-22;32.0;18.8;75.0;454.4
La Paila;2021-07-22;31.5;19.3;78.0;441.3
Bugalagrande;2021-07-23;30.3;18.8;76.0;405.9
La Paila;2021-07-23;31.5;20.0;77.0;463.2
Bugalagrande;2021-07-24;28.5;18.8;90.0;251.5
La Paila;2021-07-24;27.7;19.7;88.0;261.8
Bugalagrande;2021-07-25;25.4;18.8;94.0;284.9
La Paila;2021-07-25;27.5;19.1;91.0;330.8
Bugalagrande;2021-07-26;29.9;18.5;84.0;523.9
La Paila;2021-07-26;31.3;18.6;83.0;475.1
Bugalagrande;2021-07-27;26.4;17.4;91.0;330.7
La Paila;2021-07-27;27.0;18.1;91.0;280.5
Bugalagrande;2021-07-28;31.0;16.2;81.0;562.9
La Paila;2021-07-28;31.5;16.6;82.0;518.6
Bugalagrande;2021-07-29;31.3;17.6;79.0;536.2
La Paila;2021-07-29;31.6;17.9;79.0;544.7
Bugalagrande;2021-07-30;31.7;18.1;79.0;568.7
La Paila;2021-07-30;33.0;18.6;79.0;565.9
Bugalagrande;2021-07-31;32.5;18.8;77.0;613.5
La Paila;2021-07-31;33.0;19.3;79.0;559.7
Bugalagrande;2021-08-01;31.3;18.8;78.0;427.7
La Paila;2021-08-01;31.1;18.6;78.0;416.2
Bugalagrande;2021-08-02;32.0;17.4;75.0;509.9
La Paila;2021-08-02;32.3;18.3;76.0;475.4
Bugalagrande;2021-08-03;29.9;18.8;76.0;416.6
La Paila;2021-08-03;30.9;18.6;75.0;446.5
Bugalagrande;2021-08-04;31.8;16.9;72.0;501.5
La Paila;2021-08-04;33.0;16.7;71.0;556.3
Bugalagrande;2021-08-05;32.7;15.7;71.0;578.0
La Paila;2021-08-05;32.3;15.9;71.0;583.4
Bugalagrande;2021-08-06;31.0;16.7;74.0;543.1
La Paila;2021-08-06;32.3;17.2;73.0;538.1
Bugalagrande;2021-08-07;31.8;15.7;76.0;531.9
La Paila;2021-08-07;32.3;16.6;79.0;536.3
Bugalagrande;2021-08-08;31.5;19.5;84.0;505.2
La Paila;2021-08-08;32.3;20.0;80.0;548.1
Bugalagrande;2021-08-09;31.3;18.8;82.0;562.9
La Paila;2021-08-09;31.5;18.6;80.0;548.5
Bugalagrande;2021-08-10;29.2;19.5;86.0;358.3
La Paila;2021-08-10;31.6;19.3;82.0;419.8
Bugalagrande;2021-08-11;31.3;20.2;78.0;547.4
La Paila;2021-08-11;30.9;20.0;79.0;521.3
Bugalagrande;2021-08-12;30.3;19.5;86.0;478.6
La Paila;2021-08-12;30.6;19.7;86.0;462.0
Bugalagrande;2021-08-13;29.9;18.8;82.0;519.6
La Paila;2021-08-13;29.9;19.3;82.0;471.2
Bugalagrande;2021-08-14;28.0;18.1;87.0;446.3
La Paila;2021-08-14;29.0;19.3;86.0;453.0
Bugalagrande;2021-08-15;27.8;18.1;87.0;423.1
La Paila;2021-08-15;27.8;18.6;87.0;343.0
Bugalagrande;2021-08-16;26.6;18.8;88.0;322.7
La Paila;2021-08-16;27.3;19.0;88.0;304.6
Bugalagrande;2021-08-17;29.9;18.8;83.0;531.2
La Paila;2021-08-17;30.9;18.8;82.0;481.5
Bugalagrande;2021-08-18;29.9;18.8;83.0;427.0
La Paila;2021-08-18;30.1;19.3;81.0;485.1
Bugalagrande;2021-08-19;28.5;18.8;90.0;398.6
La Paila;2021-08-19;29.6;19.3;88.0;399.2
Bugalagrande;2021-08-20;29.6;18.8;87.0;480.7
La Paila;2021-08-20;31.3;19.3;83.0;492.6
Bugalagrande;2021-08-21;31.3;17.4;81.0;569.3
La Paila;2021-08-21;32.1;17.9;80.0;562.2
Bugalagrande;2021-08-22;31.5;19.2;79.0;528.0
La Paila;2021-08-22;31.5;18.6;79.0;505.7
Bugalagrande;2021-08-23;29.9;18.8;88.0;416.4
La Paila;2021-08-23;31.1;19.8;87.0;447.0
Bugalagrande;2021-08-24;28.9;19.5;85.0;405.2
La Paila;2021-08-24;29.6;19.3;84.0;417.4
Bugalagrande;2021-08-25;26.6;19.5;89.0;346.2
La Paila;2021-08-25;26.3;20.0;92.0;287.7
Bugalagrande;2021-08-26;29.9;18.8;83.0;470.9
La Paila;2021-08-26;30.6;19.3;83.0;457.9
Bugalagrande;2021-08-27;29.9;19.5;82.0;504.3
La Paila;2021-08-27;30.2;20.0;81.0;465.7
Bugalagrande;2021-08-28;30.6;19.5;82.0;539.2
La Paila;2021-08-28;31.6;19.7;81.0;535.1
Bugalagrande;2021-08-29;29.7;18.1;82.0;391.5
La Paila;2021-08-29;30.4;18.6;82.0;356.4
Bugalagrande;2021-08-30;27.8;18.6;89.0;361.7
La Paila;2021-08-30;27.7;19.3;87.0;346.7
Bugalagrande;2021-08-31;28.5;18.1;85.0;447.0
La Paila;2021-08-31;29.4;19.3;81.0;398.7
Bugalagrande;2021-09-01;28.5;18.1;90.0;339.8
La Paila;2021-09-01;30.8;17.9;87.0;349.2
Bugalagrande;2021-09-02;32.0;17.4;79.0;620.4
La Paila;2021-09-02;33.0;17.6;79.0;567.4
Bugalagrande;2021-09-03;31.7;18.1;80.0;495.1
La Paila;2021-09-03;32.3;17.9;78.0;528.5
Bugalagrande;2021-09-04;29.9;17.9;79.0;464.9
La Paila;2021-09-04;30.1;19.1;78.0;427.4
Bugalagrande;2021-09-05;31.3;18.1;85.0;517.8
La Paila;2021-09-05;31.8;18.3;86.0;478.8
Bugalagrande;2021-09-06;28.5;18.8;86.0;425.3
La Paila;2021-09-06;29.6;19.3;84.0;401.0
Bugalagrande;2021-09-07;30.8;18.3;87.0;477.3
La Paila;2021-09-07;30.2;18.6;85.0;529.7
Bugalagrande;2021-09-08;30.3;18.8;88.0;395.8
La Paila;2021-09-08;30.2;19.7;86.0;391.0
Bugalagrande;2021-09-09;32.2;17.4;81.0;643.7
La Paila;2021-09-09;32.3;17.9;78.0;617.6
Bugalagrande;2021-09-10;29.9;18.1;87.0;354.7
La Paila;2021-09-10;29.7;19.0;86.0;391.2
Bugalagrande;2021-09-11;29.9;18.8;82.0;422.1
La Paila;2021-09-11;29.9;18.6;84.0;458.4
Bugalagrande;2021-09-12;26.8;16.9;89.0;266.4
La Paila;2021-09-12;26.7;18.6;89.0;259.9
Bugalagrande;2021-09-13;31.8;15.2;77.0;632.8
La Paila;2021-09-13;32.1;15.7;79.0;611.2
Bugalagrande;2021-09-14;31.7;16.9;81.0;540.4
La Paila;2021-09-14;32.8;17.2;82.0;563.6
Bugalagrande;2021-09-15;32.4;18.5;78.0;571.2
La Paila;2021-09-15;32.3;17.8;79.0;604.5
