HACIENDA;PLUV;Fecha;Precipitaci?n (mm);;;
Venecia 2;402;17/01/2020;0;;;
Tequendama ;412;17/01/2020;0;;;
Ukrania Venecia;414;17/01/2020;0;;;
Gertrudis ;503;17/01/2020;0;;;
Gertrudis - Porteria La Gertrudis;504;17/01/2020;0;;;
San Nicolas;505;17/01/2020;0;;;
San Nicolas;506;17/01/2020;0;;;
Valparaiso ;307;17/01/2020;0;;;
Valparaiso ;308;17/01/2020;0;;;
Ukrania Morillo;501;17/01/2020;0;;;
Peralonso El Mateo;403;17/01/2020;0;;;
Peralonso ;404;17/01/2020;0;;;
1/2 Luna Caseta Caida ;411;17/01/2020;0;;;
Peralonso Los Chivos;405;17/01/2020;0;;;
Normandia;406;17/01/2020;0;;;
Normandia - Duran;407;17/01/2020;0;;;
Normandia;408;17/01/2020;0;;;
Normandia - Estacion Drenaje;409;17/01/2020;0;;;
Morillo ;502;18/01/2020;0;;;
La Luisa 2;207;18/01/2020;0;;;
La Luisa 2;208;18/01/2020;0;;;
La Luisa 2;209;18/01/2020;0;;;
La Luisa 2;210;18/01/2020;0;;;
Zambrano;213;18/01/2020;0;;;
San Carlos;700;18/01/2020;0;;;
La Luisa 1;211;18/01/2020;0;;;
La Luisa 1;212;18/01/2020;0;;;
Lagunas ;214;18/01/2020;0;;;
Lagunas ;215;18/01/2020;0;;;
Paila Arriba;303;18/01/2020;0;;;
Riopaila La Ranchera;304;18/01/2020;0;;;
Riopaila La Pista;305;18/01/2020;0;;;
Riopaila Agricola;417;18/01/2020;0;;;
Mangos;701;18/01/2020;0;;;
Pluviometro Riopaila Agricola ;306;18/01/2020;0;;;
Venecia 1;401;18/01/2020;0;;;
Venecia 2;402;18/01/2020;0;;;
Tequendama ;412;18/01/2020;0;;;
Ukrania Venecia;414;18/01/2020;0;;;
Gertrudis ;503;18/01/2020;0;;;
Gertrudis - Porteria La Gertrudis;504;18/01/2020;0;;;
San Nicolas;505;18/01/2020;0;;;
San Nicolas;506;18/01/2020;0;;;
Valparaiso ;307;18/01/2020;0;;;
Valparaiso ;308;18/01/2020;0;;;
Ukrania Morillo;501;18/01/2020;0;;;
Peralonso El Mateo;403;18/01/2020;0;;;
Peralonso ;404;18/01/2020;0;;;
1/2 Luna Caseta Caida ;411;18/01/2020;0;;;
Peralonso Los Chivos;405;18/01/2020;0;;;
Normandia;406;18/01/2020;0;;;
Normandia - Duran;407;18/01/2020;0;;;
Normandia;408;18/01/2020;0;;;
Normandia - Estacion Drenaje;409;18/01/2020;0;;;
Morillo ;502;19/01/2020;0;;;
La Luisa 2;207;19/01/2020;0;;;
La Luisa 2;208;19/01/2020;0;;;
La Luisa 2;209;19/01/2020;0;;;
La Luisa 2;210;19/01/2020;0;;;
Zambrano;213;19/01/2020;0;;;
San Carlos;700;19/01/2020;0;;;
La Luisa 1;211;19/01/2020;0;;;
La Luisa 1;212;19/01/2020;0;;;
Lagunas ;214;19/01/2020;0;;;
Lagunas ;215;19/01/2020;0;;;
Paila Arriba;303;19/01/2020;0;;;
Riopaila La Ranchera;304;19/01/2020;0;;;
Riopaila La Pista;305;19/01/2020;0;;;
Riopaila Agricola;417;19/01/2020;0;;;
Mangos;701;19/01/2020;0;;;
Pluviometro Riopaila Agricola ;306;19/01/2020;0;;;
Venecia 1;401;19/01/2020;0;;;
Venecia 2;402;19/01/2020;0;;;
Tequendama ;412;19/01/2020;0;;;
Ukrania Venecia;414;19/01/2020;0;;;
Gertrudis ;503;19/01/2020;0;;;
Gertrudis - Porteria La Gertrudis;504;19/01/2020;0;;;
San Nicolas;505;19/01/2020;0;;;
San Nicolas;506;19/01/2020;0;;;
Valparaiso ;307;19/01/2020;0;;;
Valparaiso ;308;19/01/2020;0;;;
Ukrania Morillo;501;19/01/2020;0;;;
Peralonso El Mateo;403;19/01/2020;0;;;
Peralonso ;404;19/01/2020;0;;;
1/2 Luna Caseta Caida ;411;19/01/2020;0;;;
Peralonso Los Chivos;405;19/01/2020;0;;;
Normandia;406;19/01/2020;0;;;
Normandia - Duran;407;19/01/2020;0;;;
Normandia;408;19/01/2020;0;;;
Normandia - Estacion Drenaje;409;19/01/2020;0;;;
Morillo ;502;20/01/2020;0;;;
La Luisa 2;207;20/01/2020;0;;;
La Luisa 2;208;20/01/2020;0;;;
La Luisa 2;209;20/01/2020;0;;;
La Luisa 2;210;20/01/2020;0;;;
Zambrano;213;20/01/2020;0;;;
San Carlos;700;20/01/2020;0;;;
La Luisa 1;211;20/01/2020;0;;;
La Luisa 1;212;20/01/2020;0;;;
Lagunas ;214;20/01/2020;0;;;
Lagunas ;215;20/01/2020;0;;;
Paila Arriba;303;20/01/2020;0;;;
Riopaila La Ranchera;304;20/01/2020;0;;;
Riopaila La Pista;305;20/01/2020;0;;;
Riopaila Agricola;417;20/01/2020;0;;;
Mangos;701;20/01/2020;3;;;
Pluviometro Riopaila Agricola ;306;20/01/2020;0;;;
Venecia 1;401;20/01/2020;0;;;
Venecia 2;402;20/01/2020;0;;;
Tequendama ;412;20/01/2020;0;;;
Ukrania Venecia;414;20/01/2020;0;;;
Gertrudis ;503;20/01/2020;0;;;
Gertrudis - Porteria La Gertrudis;504;20/01/2020;0;;;
San Nicolas;505;20/01/2020;0;;;
San Nicolas;506;20/01/2020;0;;;
Valparaiso ;307;20/01/2020;0;;;
Valparaiso ;308;20/01/2020;0;;;
Ukrania Morillo;501;20/01/2020;0;;;
Peralonso El Mateo;403;20/01/2020;0;;;
Peralonso ;404;20/01/2020;0;;;
1/2 Luna Caseta Caida ;411;20/01/2020;0;;;
Peralonso Los Chivos;405;20/01/2020;0;;;
Normandia;406;20/01/2020;0;;;
Normandia - Duran;407;20/01/2020;0;;;
Normandia;408;20/01/2020;0;;;
Normandia - Estacion Drenaje;409;20/01/2020;0;;;
Morillo ;502;21/01/2020;0;;;
La Luisa 2;207;21/01/2020;5;;;
La Luisa 2;208;21/01/2020;3;;;
La Luisa 2;209;21/01/2020;3;;;
La Luisa 2;210;21/01/2020;4;;;
Zambrano;213;21/01/2020;3;;;
San Carlos;700;21/01/2020;2;;;
La Luisa 1;211;21/01/2020;7;;;
La Luisa 1;212;21/01/2020;2;;;
Lagunas ;214;21/01/2020;8;;;
Lagunas ;215;21/01/2020;5;;;
Paila Arriba;303;21/01/2020;8;;;
Riopaila La Ranchera;304;21/01/2020;0;;;
Riopaila La Pista;305;21/01/2020;3;;;
Riopaila Agricola;417;21/01/2020;0;;;
Mangos;701;21/01/2020;8;;;
Pluviometro Riopaila Agricola ;306;21/01/2020;2;;;
Venecia 1;401;21/01/2020;5;;;
Venecia 2;402;21/01/2020;2;;;
Tequendama ;412;21/01/2020;0;;;
Ukrania Venecia;414;21/01/2020;3;;;
Gertrudis ;503;21/01/2020;1;;;
Gertrudis - Porteria La Gertrudis;504;21/01/2020;0;;;
San Nicolas;505;21/01/2020;0;;;
San Nicolas;506;21/01/2020;0;;;
Valparaiso ;307;21/01/2020;3;;;
Valparaiso ;308;21/01/2020;6;;;
Ukrania Morillo;501;21/01/2020;2;;;
Peralonso El Mateo;403;21/01/2020;0;;;
Peralonso ;404;21/01/2020;2;;;
1/2 Luna Caseta Caida ;411;21/01/2020;2;;;
Peralonso Los Chivos;405;21/01/2020;2;;;
Normandia;406;21/01/2020;0;;;
Normandia - Duran;407;21/01/2020;0;;;
Normandia;408;21/01/2020;0;;;
Normandia - Estacion Drenaje;409;21/01/2020;0;;;
Morillo ;502;22/01/2020;0;;;
La Luisa 2;207;22/01/2020;0;;;
La Luisa 2;208;22/01/2020;0;;;
La Luisa 2;209;22/01/2020;0;;;
La Luisa 2;210;22/01/2020;0;;;
Zambrano;213;22/01/2020;0;;;
San Carlos;700;22/01/2020;0;;;
La Luisa 1;211;22/01/2020;0;;;
La Luisa 1;212;22/01/2020;0;;;
Lagunas ;214;22/01/2020;0;;;
Lagunas ;215;22/01/2020;0;;;
Paila Arriba;303;22/01/2020;0;;;
Riopaila La Ranchera;304;22/01/2020;0;;;
Riopaila La Pista;305;22/01/2020;0;;;
Riopaila Agricola;417;22/01/2020;0;;;
Mangos;701;22/01/2020;0;;;
Pluviometro Riopaila Agricola ;306;22/01/2020;0;;;
Venecia 1;401;22/01/2020;0;;;
Venecia 2;402;22/01/2020;0;;;
Tequendama ;412;22/01/2020;0;;;
Ukrania Venecia;414;22/01/2020;0;;;
Gertrudis ;503;22/01/2020;0;;;
Gertrudis - Porteria La Gertrudis;504;22/01/2020;0;;;
San Nicolas;505;22/01/2020;0;;;
San Nicolas;506;22/01/2020;0;;;
Valparaiso ;307;22/01/2020;0;;;
Valparaiso ;308;22/01/2020;0;;;
Ukrania Morillo;501;22/01/2020;0;;;
Peralonso El Mateo;403;22/01/2020;0;;;
Peralonso ;404;22/01/2020;0;;;
1/2 Luna Caseta Caida ;411;22/01/2020;0;;;
Peralonso Los Chivos;405;22/01/2020;0;;;
Normandia;406;22/01/2020;0;;;
Normandia - Duran;407;22/01/2020;0;;;
Normandia;408;22/01/2020;0;;;
Normandia - Estacion Drenaje;409;22/01/2020;0;;;
Morillo ;502;23/01/2020;0;;;
La Luisa 2;207;23/01/2020;0;;;
La Luisa 2;208;23/01/2020;0;;;
La Luisa 2;209;23/01/2020;0;;;
La Luisa 2;210;23/01/2020;0;;;
Zambrano;213;23/01/2020;0;;;
San Carlos;700;23/01/2020;0;;;
La Luisa 1;211;23/01/2020;0;;;
La Luisa 1;212;23/01/2020;0;;;
Lagunas ;214;23/01/2020;0;;;
Lagunas ;215;23/01/2020;0;;;
Paila Arriba;303;23/01/2020;0;;;
Riopaila La Ranchera;304;23/01/2020;0;;;
Riopaila La Pista;305;23/01/2020;0;;;
Riopaila Agricola;417;23/01/2020;0;;;
Mangos;701;23/01/2020;0;;;
Pluviometro Riopaila Agricola ;306;23/01/2020;0;;;
Venecia 1;401;23/01/2020;0;;;
Venecia 2;402;23/01/2020;0;;;
Tequendama ;412;23/01/2020;0;;;
Ukrania Venecia;414;23/01/2020;0;;;
Gertrudis ;503;23/01/2020;0;;;
Gertrudis - Porteria La Gertrudis;504;23/01/2020;0;;;
San Nicolas;505;23/01/2020;0;;;
San Nicolas;506;23/01/2020;0;;;
Valparaiso ;307;23/01/2020;0;;;
Valparaiso ;308;23/01/2020;0;;;
Ukrania Morillo;501;23/01/2020;0;;;
Peralonso El Mateo;403;23/01/2020;0;;;
Peralonso ;404;23/01/2020;0;;;
1/2 Luna Caseta Caida ;411;23/01/2020;0;;;
Peralonso Los Chivos;405;23/01/2020;0;;;
Normandia;406;23/01/2020;0;;;
Normandia - Duran;407;23/01/2020;0;;;
Normandia;408;23/01/2020;0;;;
Normandia - Estacion Drenaje;409;23/01/2020;0;;;
Morillo ;502;24/01/2020;4;;;
La Luisa 2;207;24/01/2020;0;;;
La Luisa 2;208;24/01/2020;0;;;
La Luisa 2;209;24/01/2020;0;;;
La Luisa 2;210;24/01/2020;0;;;
Zambrano;213;24/01/2020;0;;;
San Carlos;700;24/01/2020;0;;;
La Luisa 1;211;24/01/2020;0;;;
La Luisa 1;212;24/01/2020;0;;;
Lagunas ;214;24/01/2020;0;;;
Lagunas ;215;24/01/2020;0;;;
Paila Arriba;303;24/01/2020;0;;;
Riopaila La Ranchera;304;24/01/2020;0;;;
Riopaila La Pista;305;24/01/2020;0;;;
Riopaila Agricola;417;24/01/2020;0;;;
Mangos;701;24/01/2020;0;;;
Pluviometro Riopaila Agricola ;306;24/01/2020;1;;;
Venecia 1;401;24/01/2020;2;;;
Venecia 2;402;24/01/2020;0;;;
Tequendama ;412;24/01/2020;6;;;
Ukrania Venecia;414;24/01/2020;3;;;
Gertrudis ;503;24/01/2020;6;;;
Gertrudis - Porteria La Gertrudis;504;24/01/2020;6;;;
San Nicolas;505;24/01/2020;9;;;
San Nicolas;506;24/01/2020;5;;;
Valparaiso ;307;24/01/2020;2;;;
Valparaiso ;308;24/01/2020;3;;;
Ukrania Morillo;501;24/01/2020;0;;;
Peralonso El Mateo;403;24/01/2020;0;;;
Peralonso ;404;24/01/2020;0;;;
1/2 Luna Caseta Caida ;411;24/01/2020;7;;;
Peralonso Los Chivos;405;24/01/2020;0;;;
Normandia;406;24/01/2020;0;;;
Normandia - Duran;407;24/01/2020;0;;;
Normandia;408;24/01/2020;0;;;
Normandia - Estacion Drenaje;409;24/01/2020;0;;;
Morillo ;502;25/01/2020;0;;;
La Luisa 2;207;25/01/2020;0;;;
La Luisa 2;208;25/01/2020;0;;;
La Luisa 2;209;25/01/2020;0;;;
La Luisa 2;210;25/01/2020;0;;;
Zambrano;213;25/01/2020;0;;;
San Carlos;700;25/01/2020;0;;;
La Luisa 1;211;25/01/2020;0;;;
La Luisa 1;212;25/01/2020;0;;;
Lagunas ;214;25/01/2020;0;;;
Lagunas ;215;25/01/2020;0;;;
Paila Arriba;303;25/01/2020;0;;;
Riopaila La Ranchera;304;25/01/2020;0;;;
Riopaila La Pista;305;25/01/2020;0;;;
Riopaila Agricola;417;25/01/2020;0;;;
Mangos;701;25/01/2020;0;;;
Pluviometro Riopaila Agricola ;306;25/01/2020;0;;;
Venecia 1;401;25/01/2020;0;;;
Venecia 2;402;25/01/2020;0;;;
Tequendama ;412;25/01/2020;0;;;
Ukrania Venecia;414;25/01/2020;0;;;
Gertrudis ;503;25/01/2020;0;;;
Gertrudis - Porteria La Gertrudis;504;25/01/2020;0;;;
San Nicolas;505;25/01/2020;0;;;
San Nicolas;506;25/01/2020;0;;;
Valparaiso ;307;25/01/2020;0;;;
Valparaiso ;308;25/01/2020;0;;;
Ukrania Morillo;501;25/01/2020;0;;;
Peralonso El Mateo;403;25/01/2020;0;;;
Peralonso ;404;25/01/2020;0;;;
1/2 Luna Caseta Caida ;411;25/01/2020;0;;;
Peralonso Los Chivos;405;25/01/2020;0;;;
Normandia;406;25/01/2020;0;;;
Normandia - Duran;407;25/01/2020;0;;;
Normandia;408;25/01/2020;0;;;
Normandia - Estacion Drenaje;409;25/01/2020;0;;;
Morillo ;502;26/01/2020;26;;;
La Luisa 2;207;26/01/2020;4;;;
La Luisa 2;208;26/01/2020;0;;;
La Luisa 2;209;26/01/2020;3;;;
La Luisa 2;210;26/01/2020;10;;;
Zambrano;213;26/01/2020;0;;;
San Carlos;700;26/01/2020;9;;;
La Luisa 1;211;26/01/2020;9;;;
La Luisa 1;212;26/01/2020;10;;;
Lagunas ;214;26/01/2020;12;;;
Lagunas ;215;26/01/2020;14;;;
Paila Arriba;303;26/01/2020;31;;;
Riopaila La Ranchera;304;26/01/2020;8;;;
Riopaila La Pista;305;26/01/2020;14;;;
Riopaila Agricola;417;26/01/2020;18;;;
Mangos;701;26/01/2020;38;;;
Pluviometro Riopaila Agricola ;306;26/01/2020;0;;;
Venecia 1;401;26/01/2020;23;;;
Venecia 2;402;26/01/2020;33;;;
Tequendama ;412;26/01/2020;47;;;
Ukrania Venecia;414;26/01/2020;36;;;
Gertrudis ;503;26/01/2020;19;;;
Gertrudis - Porteria La Gertrudis;504;26/01/2020;16;;;
San Nicolas;505;26/01/2020;0;;;
San Nicolas;506;26/01/2020;23;;;
Valparaiso ;307;26/01/2020;33;;;
Valparaiso ;308;26/01/2020;40;;;
Ukrania Morillo;501;26/01/2020;30;;;
Peralonso El Mateo;403;26/01/2020;12;;;
Peralonso ;404;26/01/2020;17;;;
1/2 Luna Caseta Caida ;411;26/01/2020;23;;;
Peralonso Los Chivos;405;26/01/2020;18;;;
Normandia;406;26/01/2020;32;;;
Normandia - Duran;407;26/01/2020;16;;;
Normandia;408;26/01/2020;47;;;
Normandia - Estacion Drenaje;409;26/01/2020;35;;;
Morillo ;502;27/01/2020;0;;;
La Luisa 2;207;27/01/2020;0;;;
La Luisa 2;208;27/01/2020;0;;;
La Luisa 2;209;27/01/2020;0;;;
La Luisa 2;210;27/01/2020;0;;;
Zambrano;213;27/01/2020;0;;;
San Carlos;700;27/01/2020;0;;;
La Luisa 1;211;27/01/2020;0;;;
La Luisa 1;212;27/01/2020;0;;;
Lagunas ;214;27/01/2020;0;;;
Lagunas ;215;27/01/2020;0;;;
Paila Arriba;303;27/01/2020;0;;;
Riopaila La Ranchera;304;27/01/2020;0;;;
Riopaila La Pista;305;27/01/2020;0;;;
Riopaila Agricola;417;27/01/2020;0;;;
Mangos;701;27/01/2020;0;;;
Pluviometro Riopaila Agricola ;306;27/01/2020;0;;;
Venecia 1;401;27/01/2020;0;;;
Venecia 2;402;27/01/2020;0;;;
Tequendama ;412;27/01/2020;0;;;
Ukrania Venecia;414;27/01/2020;0;;;
Gertrudis ;503;27/01/2020;0;;;
Gertrudis - Porteria La Gertrudis;504;27/01/2020;0;;;
San Nicolas;505;27/01/2020;0;;;
San Nicolas;506;27/01/2020;0;;;
Valparaiso ;307;27/01/2020;0;;;
Valparaiso ;308;27/01/2020;0;;;
Ukrania Morillo;501;27/01/2020;0;;;
Peralonso El Mateo;403;27/01/2020;0;;;
Peralonso ;404;27/01/2020;0;;;
1/2 Luna Caseta Caida ;411;27/01/2020;0;;;
Peralonso Los Chivos;405;27/01/2020;0;;;
Normandia;406;27/01/2020;0;;;
Normandia - Duran;407;27/01/2020;0;;;
Normandia;408;27/01/2020;0;;;
Normandia - Estacion Drenaje;409;27/01/2020;0;;;
Morillo ;502;28/01/2020;0;;;
La Luisa 2;207;28/01/2020;6;;;
La Luisa 2;208;28/01/2020;0;;;
La Luisa 2;209;28/01/2020;3;;;
La Luisa 2;210;28/01/2020;4;;;
Zambrano;213;28/01/2020;0;;;
San Carlos;700;28/01/2020;8;;;
La Luisa 1;211;28/01/2020;0;;;
La Luisa 1;212;28/01/2020;0;;;
Lagunas ;214;28/01/2020;0;;;
Lagunas ;215;28/01/2020;0;;;
Paila Arriba;303;28/01/2020;0;;;
Riopaila La Ranchera;304;28/01/2020;0;;;
Riopaila La Pista;305;28/01/2020;0;;;
Riopaila Agricola;417;28/01/2020;0;;;
Mangos;701;28/01/2020;0;;;
Pluviometro Riopaila Agricola ;306;28/01/2020;0;;;
Venecia 1;401;28/01/2020;0;;;
Venecia 2;402;28/01/2020;0;;;
Tequendama ;412;28/01/2020;0;;;
Ukrania Venecia;414;28/01/2020;0;;;
Gertrudis ;503;28/01/2020;0;;;
Gertrudis - Porteria La Gertrudis;504;28/01/2020;0;;;
San Nicolas;505;28/01/2020;0;;;
San Nicolas;506;28/01/2020;0;;;
Valparaiso ;307;28/01/2020;0;;;
Valparaiso ;308;28/01/2020;0;;;
Ukrania Morillo;501;28/01/2020;0;;;
Peralonso El Mateo;403;28/01/2020;0;;;
Peralonso ;404;28/01/2020;0;;;
1/2 Luna Caseta Caida ;411;28/01/2020;0;;;
Peralonso Los Chivos;405;28/01/2020;0;;;
Normandia;406;28/01/2020;0;;;
Normandia - Duran;407;28/01/2020;0;;;
Normandia;408;28/01/2020;0;;;
Normandia - Estacion Drenaje;409;28/01/2020;0;;;
Morillo ;502;29/01/2020;0;;;
La Luisa 2;207;29/01/2020;22;;;
La Luisa 2;208;29/01/2020;4;;;
La Luisa 2;209;29/01/2020;24;;;
La Luisa 2;210;29/01/2020;26;;;
Zambrano;213;29/01/2020;5;;;
San Carlos;700;29/01/2020;40;;;
La Luisa 1;211;29/01/2020;6;;;
La Luisa 1;212;29/01/2020;14;;;
Lagunas ;214;29/01/2020;32;;;
Lagunas ;215;29/01/2020;29;;;
Paila Arriba;303;29/01/2020;0;;;
Riopaila La Ranchera;304;29/01/2020;9;;;
Riopaila La Pista;305;29/01/2020;2;;;
Riopaila Agricola;417;29/01/2020;11;;;
Mangos;701;29/01/2020;0;;;
Pluviometro Riopaila Agricola ;306;29/01/2020;3;;;
Venecia 1;401;29/01/2020;4;;;
Venecia 2;402;29/01/2020;44;;;
Tequendama ;412;29/01/2020;10;;;
Ukrania Venecia;414;29/01/2020;0;;;
Gertrudis ;503;29/01/2020;0;;;
Gertrudis - Porteria La Gertrudis;504;29/01/2020;0;;;
San Nicolas;505;29/01/2020;0;;;
San Nicolas;506;29/01/2020;0;;;
Valparaiso ;307;29/01/2020;0;;;
Valparaiso ;308;29/01/2020;0;;;
Ukrania Morillo;501;29/01/2020;0;;;
Peralonso El Mateo;403;29/01/2020;40;;;
Peralonso ;404;29/01/2020;21;;;
1/2 Luna Caseta Caida ;411;29/01/2020;7;;;
Peralonso Los Chivos;405;29/01/2020;7;;;
Normandia;406;29/01/2020;17;;;
Normandia - Duran;407;29/01/2020;0;;;
Normandia;408;29/01/2020;34;;;
Normandia - Estacion Drenaje;409;29/01/2020;17;;;
Morillo ;502;30/01/2020;0;;;
La Luisa 2;207;30/01/2020;0;;;
La Luisa 2;208;30/01/2020;0;;;
La Luisa 2;209;30/01/2020;0;;;
La Luisa 2;210;30/01/2020;0;;;
Zambrano;213;30/01/2020;0;;;
San Carlos;700;30/01/2020;0;;;
La Luisa 1;211;30/01/2020;0;;;
La Luisa 1;212;30/01/2020;0;;;
Lagunas ;214;30/01/2020;0;;;
Lagunas ;215;30/01/2020;0;;;
Paila Arriba;303;30/01/2020;0;;;
Riopaila La Ranchera;304;30/01/2020;0;;;
Riopaila La Pista;305;30/01/2020;0;;;
Riopaila Agricola;417;30/01/2020;0;;;
Mangos;701;30/01/2020;0;;;
Pluviometro Riopaila Agricola ;306;30/01/2020;0;;;
Venecia 1;401;30/01/2020;0;;;
Venecia 2;402;30/01/2020;0;;;
Tequendama ;412;30/01/2020;0;;;
Ukrania Venecia;414;30/01/2020;0;;;
Gertrudis ;503;30/01/2020;0;;;
Gertrudis - Porteria La Gertrudis;504;30/01/2020;0;;;
San Nicolas;505;30/01/2020;0;;;
San Nicolas;506;30/01/2020;0;;;
Valparaiso ;307;30/01/2020;0;;;
Valparaiso ;308;30/01/2020;0;;;
Ukrania Morillo;501;30/01/2020;0;;;
Peralonso El Mateo;403;30/01/2020;0;;;
Peralonso ;404;30/01/2020;0;;;
1/2 Luna Caseta Caida ;411;30/01/2020;0;;;
Peralonso Los Chivos;405;30/01/2020;0;;;
Normandia;406;30/01/2020;0;;;
Normandia - Duran;407;30/01/2020;0;;;
Normandia;408;30/01/2020;0;;;
Normandia - Estacion Drenaje;409;30/01/2020;0;;;
Morillo ;502;31/01/2020;0;;;
La Luisa 2;207;31/01/2020;0;;;
La Luisa 2;208;31/01/2020;0;;;
La Luisa 2;209;31/01/2020;0;;;
La Luisa 2;210;31/01/2020;0;;;
Zambrano;213;31/01/2020;0;;;
San Carlos;700;31/01/2020;0;;;
La Luisa 1;211;31/01/2020;0;;;
La Luisa 1;212;31/01/2020;0;;;
Lagunas ;214;31/01/2020;0;;;
Lagunas ;215;31/01/2020;0;;;
Paila Arriba;303;31/01/2020;0;;;
Riopaila La Ranchera;304;31/01/2020;0;;;
Riopaila La Pista;305;31/01/2020;0;;;
Riopaila Agricola;417;31/01/2020;0;;;
Mangos;701;31/01/2020;0;;;
Pluviometro Riopaila Agricola ;306;31/01/2020;0;;;
Venecia 1;401;31/01/2020;0;;;
Venecia 2;402;31/01/2020;0;;;
Tequendama ;412;31/01/2020;0;;;
Ukrania Venecia;414;31/01/2020;0;;;
Gertrudis ;503;31/01/2020;0;;;
Gertrudis - Porteria La Gertrudis;504;31/01/2020;0;;;
San Nicolas;505;31/01/2020;0;;;
San Nicolas;506;31/01/2020;0;;;
Valparaiso ;307;31/01/2020;0;;;
Valparaiso ;308;31/01/2020;0;;;
Ukrania Morillo;501;31/01/2020;0;;;
Peralonso El Mateo;403;31/01/2020;0;;;
Peralonso ;404;31/01/2020;0;;;
1/2 Luna Caseta Caida ;411;31/01/2020;0;;;
Peralonso Los Chivos;405;31/01/2020;0;;;
Normandia;406;31/01/2020;0;;;
Normandia - Duran;407;31/01/2020;0;;;
Normandia;408;31/01/2020;0;;;
Normandia - Estacion Drenaje;409;31/01/2020;0;;;
Morillo ;502;1/02/2020;0;;;
La Luisa 2;207;1/02/2020;0;;;
La Luisa 2;208;1/02/2020;0;;;
La Luisa 2;209;1/02/2020;0;;;
La Luisa 2;210;1/02/2020;0;;;
Zambrano;213;1/02/2020;0;;;
San Carlos;700;1/02/2020;0;;;
La Luisa 1;211;1/02/2020;0;;;
La Luisa 1;212;1/02/2020;0;;;
Lagunas ;214;1/02/2020;0;;;
Lagunas ;215;1/02/2020;0;;;
Paila Arriba;303;1/02/2020;0;;;
Riopaila La Ranchera;304;1/02/2020;0;;;
Riopaila La Pista;305;1/02/2020;0;;;
Riopaila Agricola;417;1/02/2020;0;;;
Mangos;701;1/02/2020;0;;;
Pluviometro Riopaila Agricola ;306;1/02/2020;0;;;
Venecia 1;401;1/02/2020;0;;;
Venecia 2;402;1/02/2020;0;;;
Tequendama ;412;1/02/2020;0;;;
Ukrania Venecia;414;1/02/2020;0;;;
Gertrudis ;503;1/02/2020;0;;;
Gertrudis - Porteria La Gertrudis;504;1/02/2020;0;;;
San Nicolas;505;1/02/2020;0;;;
San Nicolas;506;1/02/2020;0;;;
Valparaiso ;307;1/02/2020;0;;;
Valparaiso ;308;1/02/2020;0;;;
Ukrania Morillo;501;1/02/2020;0;;;
Peralonso El Mateo;403;1/02/2020;0;;;
Peralonso ;404;1/02/2020;0;;;
1/2 Luna Caseta Caida ;411;1/02/2020;0;;;
Peralonso Los Chivos;405;1/02/2020;0;;;
Normandia;406;1/02/2020;0;;;
Normandia - Duran;407;1/02/2020;0;;;
Normandia;408;1/02/2020;0;;;
Normandia - Estacion Drenaje;409;1/02/2020;0;;;
Morillo ;502;2/02/2020;0;;;
La Luisa 2;207;2/02/2020;0;;;
La Luisa 2;208;2/02/2020;0;;;
La Luisa 2;209;2/02/2020;0;;;
La Luisa 2;210;2/02/2020;0;;;
Zambrano;213;2/02/2020;0;;;
San Carlos;700;2/02/2020;0;;;
La Luisa 1;211;2/02/2020;0;;;
La Luisa 1;212;2/02/2020;0;;;
Lagunas ;214;2/02/2020;0;;;
Lagunas ;215;2/02/2020;0;;;
Paila Arriba;303;2/02/2020;0;;;
Riopaila La Ranchera;304;2/02/2020;0;;;
Riopaila La Pista;305;2/02/2020;0;;;
Riopaila Agricola;417;2/02/2020;0;;;
Mangos;701;2/02/2020;0;;;
Pluviometro Riopaila Agricola ;306;2/02/2020;0;;;
Venecia 1;401;2/02/2020;0;;;
Venecia 2;402;2/02/2020;0;;;
Tequendama ;412;2/02/2020;0;;;
Ukrania Venecia;414;2/02/2020;0;;;
Gertrudis ;503;2/02/2020;0;;;
Gertrudis - Porteria La Gertrudis;504;2/02/2020;0;;;
San Nicolas;505;2/02/2020;0;;;
San Nicolas;506;2/02/2020;0;;;
Valparaiso ;307;2/02/2020;0;;;
Valparaiso ;308;2/02/2020;0;;;
Ukrania Morillo;501;2/02/2020;0;;;
Peralonso El Mateo;403;2/02/2020;0;;;
Peralonso ;404;2/02/2020;0;;;
1/2 Luna Caseta Caida ;411;2/02/2020;0;;;
Peralonso Los Chivos;405;2/02/2020;0;;;
Normandia;406;2/02/2020;0;;;
Normandia - Duran;407;2/02/2020;0;;;
Normandia;408;2/02/2020;0;;;
Normandia - Estacion Drenaje;409;2/02/2020;0;;;
Morillo ;502;3/02/2020;0;;;
La Luisa 2;207;3/02/2020;0;;;
La Luisa 2;208;3/02/2020;0;;;
La Luisa 2;209;3/02/2020;0;;;
La Luisa 2;210;3/02/2020;0;;;
Zambrano;213;3/02/2020;0;;;
San Carlos;700;3/02/2020;0;;;
La Luisa 1;211;3/02/2020;0;;;
La Luisa 1;212;3/02/2020;0;;;
Lagunas ;214;3/02/2020;0;;;
Lagunas ;215;3/02/2020;0;;;
Paila Arriba;303;3/02/2020;0;;;
Riopaila La Ranchera;304;3/02/2020;0;;;
Riopaila La Pista;305;3/02/2020;0;;;
Riopaila Agricola;417;3/02/2020;0;;;
Mangos;701;3/02/2020;0;;;
